project_name,category,file_path,file_name,keywords
골프 개발,개발,test_environment\골프_개발,정리필요_개발_664.java,"골프 개발, API, 빌드"
오스카 TF,계약서,test_environment\계약서,오스카 TF 계약서_992.docx,"오스카 TF, MOU, 법률"
오스카 TF,디자인,test_environment\오스카_TF,오스카 TF 디자인_291.png,"오스카 TF, UIUX, 스케치"
퀘벡 품질관리,개발,test_environment\퀘벡_품질관리,퀘벡 품질관리 개발_254.zip,"퀘벡 품질관리, 라이브러리, 코드"
파파 계약,마케팅,test_environment\파파_계약,파파 계약 마케팅_380.pptx,"파파 계약, 프로모션, 광고"
찰리 프로젝트,회의록,test_environment,Copy of 회의록_20241007_753.docx,"찰리 프로젝트, 결정사항, 안건"
에코 시스템,마케팅,test_environment,에코 시스템 마케팅_242.jpg,"에코 시스템, 캠페인, 광고"
노벰버 보고,마케팅,test_environment\노벰버_보고,노벰버 보고 마케팅_148.pptx,"노벰버 보고, 보도자료, 광고"
에코 시스템,기획서,test_environment\에코_시스템,보고자료_20240525_935.pdf,"에코 시스템, 아이디어, 전략"
파파 계약,보고서,test_environment,파파 계약 보고서_767.xlsx,"파파 계약, 실적, 현황"
노벰버 보고,회의록,test_environment\노벰버_보고,노벰버 보고 회의록_635.docx,"노벰버 보고, 논의, 참석자"
찰리 프로젝트,재무,test_environment\찰리_프로젝트,찰리 프로젝트 재무_986.xlsx,"찰리 프로젝트, 예산, 세금계산서"
줄리엣 연구,회의록,test_environment\줄리엣_연구,백업_20240411_회의록_247.md,"줄리엣 연구, 참석자, 논의"
호텔 설계,인사,test_environment\인사,호텔 설계 인사_259.pdf,"호텔 설계, 평가, 조직도"
델타 기획,회의록,test_environment\델타_기획,델타 기획 회의록_652.md,"델타 기획, 결정사항, 논의"
리마 마케팅,마케팅,test_environment\리마_마케팅,리마 마케팅 마케팅_671.jpg,"리마 마케팅, 캠페인, 광고"
줄리엣 연구,기획서,test_environment\기획서,임시_문서_553.pptx,"줄리엣 연구, 기획, 아이디어"
찰리 프로젝트,계약서,test_environment\계약서,Copy of 계약서_20240511_712.docx,"찰리 프로젝트, 협약, 법률"
폭스트롯 분석,마케팅,test_environment\마케팅,Copy of 마케팅_20240727_718.pptx,"폭스트롯 분석, 캠페인, 성과"
탱고 고객지원,인사,test_environment\인사,탱고 고객지원 인사_881.xlsx,"탱고 고객지원, 평가, 이력서"
호텔 설계,재무,test_environment\재무,호텔 설계 재무_922.xlsx,"호텔 설계, 세금계산서, 지출"
호텔 설계,회의록,test_environment\회의록,호텔 설계 회의록_806.docx,"호텔 설계, 논의, 안건"
호텔 설계,기획서,test_environment\호텔_설계,호텔 설계 기획서_842.docx,"호텔 설계, 아이디어, 로드맵"
노벰버 보고,마케팅,test_environment\노벰버_보고,마케팅_노벰버_보고_최종_382.jpg,"노벰버 보고, 보도자료, 캠페인"
호텔 설계,마케팅,test_environment\호텔_설계,마케팅_호텔_설계_최종_956.pptx,"호텔 설계, 프로모션, 캠페인"
오스카 TF,인사,test_environment\인사,오스카 TF 인사_237.docx,"오스카 TF, 이력서, 조직도"
브라보 프로젝트,디자인,test_environment\디자인,브라보 프로젝트 디자인_871.psd,"브라보 프로젝트, 시안, UIUX"
찰리 프로젝트,인사,test_environment\인사,찰리 프로젝트 인사_942.pdf,"찰리 프로젝트, 휴가, 조직도"
폭스트롯 분석,인사,test_environment\폭스트롯_분석,폭스트롯 분석 인사_590.xlsx,"폭스트롯 분석, 휴가, 평가"
킬로 보안,재무,test_environment,킬로 보안 재무_548.xlsx,"킬로 보안, 지출, 인보이스"
로미오 영업,마케팅,test_environment,로미오 영업 마케팅_947.jpg,"로미오 영업, 보도자료, 광고"
로미오 영업,보고서,test_environment,백업_20241019_보고서_803.xlsx,"로미오 영업, 실적, 결과"
찰리 프로젝트,재무,test_environment\재무,찰리 프로젝트 재무_942.pdf,"찰리 프로젝트, 예산, 견적서"
델타 기획,기획서,test_environment\기획서,델타 기획 기획서_578.pdf,"델타 기획, 전략, 아이디어"
노벰버 보고,보고서,test_environment\보고서,백업_20240325_보고서_408.pdf,"노벰버 보고, 리포트, 결과"
골프 개발,디자인,test_environment\골프_개발,골프 개발 디자인_284.psd,"골프 개발, UIUX, 스케치"
탱고 고객지원,개발,test_environment\탱고_고객지원,탱고 고객지원 개발_516.py,"탱고 고객지원, 코드, API"
시에라 재무,개발,test_environment\시에라_재무,시에라 재무 개발_812.zip,"시에라 재무, 빌드, 코드"
델타 기획,재무,test_environment\재무,델타 기획 재무_718.pdf,"델타 기획, 지출, 견적서"
탱고 고객지원,개발,test_environment\탱고_고객지원,탱고 고객지원 개발_163.zip,"탱고 고객지원, API, 소스"
줄리엣 연구,재무,test_environment,줄리엣 연구 재무_868.pdf,"줄리엣 연구, 지출, 예산"
브라보 프로젝트,개발,test_environment\브라보_프로젝트,브라보 프로젝트 개발_932.py,"브라보 프로젝트, 빌드, 라이브러리"
오스카 TF,보고서,test_environment,오스카 TF 보고서_851.xlsx,"오스카 TF, 실적, 현황"
알파 프로젝트,보고서,test_environment\보고서,정리필요_보고서_728.pdf,"알파 프로젝트, 실적, 리포트"
알파 프로젝트,인사,test_environment\알파_프로젝트,알파 프로젝트 인사_543.docx,"알파 프로젝트, 휴가, 조직도"
에코 시스템,마케팅,test_environment,에코 시스템 마케팅_572.jpg,"에코 시스템, 프로모션, 캠페인"
에코 시스템,계약서,test_environment\에코_시스템,계약서_에코_시스템_최종_605.docx,"에코 시스템, 계약, 협약"
리마 마케팅,보고서,test_environment\보고서,리마 마케팅 보고서_642.pdf,"리마 마케팅, 결과, 현황"
에코 시스템,계약서,test_environment\계약서,에코 시스템 계약서_687.docx,"에코 시스템, 계약, 법률"
골프 개발,기획서,test_environment,골프 개발 기획서_686.pptx,"골프 개발, 로드맵, 전략"
리마 마케팅,보고서,test_environment\리마_마케팅,리마 마케팅 보고서_489.xlsx,"리마 마케팅, 현황, 실적"
폭스트롯 분석,보고서,test_environment\폭스트롯_분석,보고서_폭스트롯_분석_최종_478.docx,"폭스트롯 분석, 리포트, 실적"
탱고 고객지원,마케팅,test_environment\마케팅,탱고 고객지원 마케팅_362.pptx,"탱고 고객지원, 광고, 보도자료"
탱고 고객지원,회의록,test_environment\탱고_고객지원,탱고 고객지원 회의록_450.md,"탱고 고객지원, 논의, 회의"
퀘벡 품질관리,회의록,test_environment,퀘벡 품질관리 회의록_896.txt,"퀘벡 품질관리, 논의, 결정사항"
찰리 프로젝트,보고서,test_environment\찰리_프로젝트,보고자료_20240922_625.pdf,"찰리 프로젝트, 결과, 실적"
브라보 프로젝트,보고서,test_environment\보고서,브라보 프로젝트 보고서_829.xlsx,"브라보 프로젝트, 리포트, 결과"
인디아 솔루션,계약서,test_environment\계약서,인디아 솔루션 계약서_331.pdf,"인디아 솔루션, NDA, 계약"
퀘벡 품질관리,회의록,test_environment\퀘벡_품질관리,퀘벡 품질관리 회의록_230.docx,"퀘벡 품질관리, 결정사항, 회의"
노벰버 보고,마케팅,test_environment,노벰버 보고 마케팅_891.pdf,"노벰버 보고, 보도자료, 캠페인"
찰리 프로젝트,계약서,test_environment\찰리_프로젝트,찰리 프로젝트 계약서_986.docx,"찰리 프로젝트, 법률, NDA"
골프 개발,재무,test_environment\재무,골프 개발 재무_679.csv,"골프 개발, 세금계산서, 예산"
마이크 데이터,디자인,test_environment\디자인,보고자료_20240325_313.ai,"마이크 데이터, 스케치, 프로토타입"
시에라 재무,계약서,test_environment\계약서,시에라 재무 계약서_830.hwp,"시에라 재무, 계약, NDA"
시에라 재무,보고서,test_environment,시에라 재무 보고서_375.docx,"시에라 재무, 실적, 결과"
알파 프로젝트,디자인,test_environment\디자인,임시_자료_947.psd,"알파 프로젝트, 스케치, 시안"
리마 마케팅,인사,test_environment\인사,리마 마케팅 인사_339.docx,"리마 마케팅, 이력서, 휴가"
노벰버 보고,계약서,test_environment\계약서,노벰버 보고 계약서_690.hwp,"노벰버 보고, NDA, 법률"
브라보 프로젝트,개발,test_environment,브라보 프로젝트 개발_744.java,"브라보 프로젝트, 빌드, API"
리마 마케팅,개발,test_environment\리마_마케팅,리마 마케팅 개발_273.py,"리마 마케팅, API, 빌드"
탱고 고객지원,회의록,test_environment\회의록,탱고 고객지원 회의록_993.md,"탱고 고객지원, 참석자, 안건"
알파 프로젝트,재무,test_environment\재무,백업_20240127_재무_970.pdf,"알파 프로젝트, 인보이스, 견적서"
시에라 재무,개발,test_environment,외부자료_시에라_149.zip,"시에라 재무, 빌드, 코드"
오스카 TF,개발,test_environment,Final_개발_오스카_TF_738.sql,"오스카 TF, 소스, 빌드"
골프 개발,디자인,test_environment\골프_개발,임시_파일_224.sketch,"골프 개발, 목업, 스케치"
퀘벡 품질관리,보고서,test_environment\퀘벡_품질관리,임시_파일_521.docx,"퀘벡 품질관리, 분석, 실적"
마이크 데이터,보고서,test_environment\마이크_데이터,마이크 데이터 보고서_339.pdf,"마이크 데이터, 현황, 분석"
로미오 영업,보고서,test_environment\로미오_영업,로미오 영업 보고서_178.docx,"로미오 영업, 결과, 현황"
브라보 프로젝트,기획서,test_environment\기획서,Copy of 기획서_20240628_993.pdf,"브라보 프로젝트, 기획, 아이디어"
에코 시스템,마케팅,test_environment\에코_시스템,에코 시스템 마케팅_997.pptx,"에코 시스템, 보도자료, 성과"
로미오 영업,디자인,test_environment\디자인,Final_디자인_로미오_영업_604.sketch,"로미오 영업, 스케치, 프로토타입"
노벰버 보고,개발,test_environment,노벰버 보고 개발_436.sql,"노벰버 보고, API, 빌드"
브라보 프로젝트,보고서,test_environment\브라보_프로젝트,브라보 프로젝트 보고서_422.docx,"브라보 프로젝트, 분석, 실적"
델타 기획,보고서,test_environment\델타_기획,보고자료_20240908_848.docx,"델타 기획, 실적, 현황"
폭스트롯 분석,디자인,test_environment\폭스트롯_분석,폭스트롯 분석 디자인_640.psd,"폭스트롯 분석, 시안, 프로토타입"
줄리엣 연구,개발,test_environment\줄리엣_연구,Copy of 개발_20240204_443.zip,"줄리엣 연구, API, 빌드"
퀘벡 품질관리,회의록,test_environment\퀘벡_품질관리,백업_20240120_회의록_333.md,"퀘벡 품질관리, 회의, 논의"
줄리엣 연구,마케팅,test_environment\마케팅,Copy of 마케팅_20241023_501.jpg,"줄리엣 연구, 광고, 프로모션"
알파 프로젝트,기획서,test_environment\알파_프로젝트,알파 프로젝트 기획서_792.pdf,"알파 프로젝트, 로드맵, 기획"
찰리 프로젝트,재무,test_environment,찰리 프로젝트 재무_476.csv,"찰리 프로젝트, 견적서, 지출"
호텔 설계,계약서,test_environment\호텔_설계,호텔 설계 계약서_619.docx,"호텔 설계, MOU, NDA"
호텔 설계,디자인,test_environment\호텔_설계,백업_20241018_디자인_751.ai,"호텔 설계, 스케치, 시안"
줄리엣 연구,회의록,test_environment,줄리엣 연구 회의록_259.txt,"줄리엣 연구, 결정사항, 참석자"
줄리엣 연구,인사,test_environment\인사,줄리엣 연구 인사_802.xlsx,"줄리엣 연구, 평가, 이력서"
마이크 데이터,마케팅,test_environment\마케팅,정리필요_마케팅_980.jpg,"마이크 데이터, 성과, 보도자료"
킬로 보안,보고서,test_environment\킬로_보안,킬로 보안 보고서_453.pdf,"킬로 보안, 실적, 리포트"
브라보 프로젝트,보고서,test_environment\브라보_프로젝트,브라보 프로젝트 보고서_685.docx,"브라보 프로젝트, 현황, 실적"
로미오 영업,디자인,test_environment\로미오_영업,로미오 영업 디자인_803.jpg,"로미오 영업, 프로토타입, UIUX"
델타 기획,기획서,test_environment\델타_기획,델타 기획 기획서_632.docx,"델타 기획, 제안, 로드맵"
탱고 고객지원,마케팅,test_environment\탱고_고객지원,탱고 고객지원 마케팅_106.pdf,"탱고 고객지원, 캠페인, 성과"
퀘벡 품질관리,마케팅,test_environment\마케팅,퀘벡 품질관리 마케팅_223.pptx,"퀘벡 품질관리, 캠페인, 광고"
리마 마케팅,개발,test_environment\개발,Copy of 개발_20240227_413.java,"리마 마케팅, API, 빌드"
마이크 데이터,재무,test_environment\마이크_데이터,마이크 데이터 재무_595.pdf,"마이크 데이터, 지출, 세금계산서"
에코 시스템,보고서,test_environment\에코_시스템,백업_20240321_보고서_984.docx,"에코 시스템, 리포트, 실적"
브라보 프로젝트,개발,test_environment\브라보_프로젝트,브라보 프로젝트 개발_187.js,"브라보 프로젝트, 라이브러리, 빌드"
호텔 설계,계약서,test_environment\호텔_설계,호텔 설계 계약서_427.docx,"호텔 설계, NDA, MOU"
시에라 재무,기획서,test_environment\시에라_재무,시에라 재무 기획서_558.pdf,"시에라 재무, 전략, 아이디어"
브라보 프로젝트,마케팅,test_environment,브라보 프로젝트 마케팅_134.pptx,"브라보 프로젝트, 보도자료, 프로모션"
델타 기획,개발,test_environment\델타_기획,Final_개발_델타_기획_805.sql,"델타 기획, 라이브러리, API"
마이크 데이터,기획서,test_environment,마이크 데이터 기획서_315.pptx,"마이크 데이터, 제안, 로드맵"
폭스트롯 분석,개발,test_environment\개발,폭스트롯 분석 개발_337.py,"폭스트롯 분석, 코드, 소스"
시에라 재무,기획서,test_environment\기획서,시에라 재무 기획서_392.pdf,"시에라 재무, 아이디어, 전략"
리마 마케팅,계약서,test_environment\리마_마케팅,임시_자료_223.docx,"리마 마케팅, MOU, 계약"
로미오 영업,개발,test_environment\로미오_영업,로미오 영업 개발_817.sql,"로미오 영업, 소스, 코드"
알파 프로젝트,회의록,test_environment\알파_프로젝트,외부자료_알파_738.txt,"알파 프로젝트, 회의, 참석자"
인디아 솔루션,개발,test_environment\인디아_솔루션,정리필요_개발_847.java,"인디아 솔루션, 코드, API"
노벰버 보고,보고서,test_environment\노벰버_보고,노벰버 보고 보고서_489.xlsx,"노벰버 보고, 리포트, 실적"
리마 마케팅,재무,test_environment\재무,리마 마케팅 재무_701.pdf,"리마 마케팅, 예산, 세금계산서"
델타 기획,마케팅,test_environment,델타 기획 마케팅_427.jpg,"델타 기획, 광고, 성과"
폭스트롯 분석,회의록,test_environment\폭스트롯_분석,폭스트롯 분석 회의록_898.txt,"폭스트롯 분석, 참석자, 회의"
노벰버 보고,기획서,test_environment,노벰버 보고 기획서_869.docx,"노벰버 보고, 제안, 기획"
델타 기획,디자인,test_environment\델타_기획,델타 기획 디자인_965.ai,"델타 기획, 프로토타입, 시안"
킬로 보안,마케팅,test_environment\마케팅,킬로 보안 마케팅_642.pdf,"킬로 보안, 캠페인, 프로모션"
골프 개발,마케팅,test_environment\골프_개발,백업_20240112_마케팅_989.pptx,"골프 개발, 캠페인, 광고"
줄리엣 연구,마케팅,test_environment\마케팅,줄리엣 연구 마케팅_325.pptx,"줄리엣 연구, 캠페인, 프로모션"
시에라 재무,개발,test_environment\시에라_재무,시에라 재무 개발_302.js,"시에라 재무, 라이브러리, 빌드"
리마 마케팅,디자인,test_environment\디자인,리마 마케팅 디자인_224.jpg,"리마 마케팅, 프로토타입, UIUX"
로미오 영업,회의록,test_environment\로미오_영업,로미오 영업 회의록_159.docx,"로미오 영업, 결정사항, 안건"
오스카 TF,마케팅,test_environment\오스카_TF,오스카 TF 마케팅_240.pptx,"오스카 TF, 캠페인, 광고"
골프 개발,보고서,test_environment\보고서,정리필요_보고서_926.xlsx,"골프 개발, 결과, 분석"
에코 시스템,계약서,test_environment\에코_시스템,에코 시스템 계약서_423.pdf,"에코 시스템, 협약, NDA"
인디아 솔루션,재무,test_environment,인디아 솔루션 재무_544.xlsx,"인디아 솔루션, 세금계산서, 예산"
인디아 솔루션,개발,test_environment\인디아_솔루션,인디아 솔루션 개발_307.java,"인디아 솔루션, 코드, 빌드"
시에라 재무,회의록,test_environment\회의록,시에라 재무 회의록_233.txt,"시에라 재무, 결정사항, 안건"
오스카 TF,보고서,test_environment\오스카_TF,오스카 TF 보고서_263.pdf,"오스카 TF, 리포트, 결과"
브라보 프로젝트,보고서,test_environment\보고서,브라보 프로젝트 보고서_581.xlsx,"브라보 프로젝트, 분석, 결과"
오스카 TF,계약서,test_environment\오스카_TF,오스카 TF 계약서_677.hwp,"오스카 TF, NDA, MOU"
퀘벡 품질관리,기획서,test_environment\퀘벡_품질관리,Final_기획서_퀘벡_품질관리_241.pptx,"퀘벡 품질관리, 기획, 제안"
킬로 보안,마케팅,test_environment\마케팅,마케팅_킬로_보안_최종_503.pptx,"킬로 보안, 성과, 프로모션"
인디아 솔루션,인사,test_environment\인디아_솔루션,인사_인디아_솔루션_최종_937.pdf,"인디아 솔루션, 조직도, 이력서"
마이크 데이터,기획서,test_environment\기획서,마이크 데이터 기획서_852.docx,"마이크 데이터, 제안, 기획"
오스카 TF,기획서,test_environment\기획서,외부자료_오스카_182.docx,"오스카 TF, 아이디어, 제안"
에코 시스템,계약서,test_environment\계약서,Copy of 계약서_20240328_905.hwp,"에코 시스템, MOU, NDA"
리마 마케팅,기획서,test_environment\기획서,리마 마케팅 기획서_932.pptx,"리마 마케팅, 아이디어, 로드맵"
브라보 프로젝트,재무,test_environment\브라보_프로젝트,브라보 프로젝트 재무_439.xlsx,"브라보 프로젝트, 인보이스, 지출"
알파 프로젝트,마케팅,test_environment\알파_프로젝트,정리필요_마케팅_579.pptx,"알파 프로젝트, 캠페인, 보도자료"
호텔 설계,회의록,test_environment\호텔_설계,Copy of 회의록_20240613_190.txt,"호텔 설계, 참석자, 결정사항"
오스카 TF,디자인,test_environment\디자인,오스카 TF 디자인_511.ai,"오스카 TF, 목업, 스케치"
찰리 프로젝트,마케팅,test_environment\찰리_프로젝트,찰리 프로젝트 마케팅_468.jpg,"찰리 프로젝트, 프로모션, 보도자료"
에코 시스템,개발,test_environment\에코_시스템,에코 시스템 개발_981.java,"에코 시스템, 코드, 소스"
리마 마케팅,마케팅,test_environment\마케팅,리마 마케팅 마케팅_648.pdf,"리마 마케팅, 프로모션, 보도자료"
델타 기획,재무,test_environment\재무,Copy of 재무_20240702_503.xlsx,"델타 기획, 인보이스, 지출"
파파 계약,회의록,test_environment,파파 계약 회의록_415.txt,"파파 계약, 안건, 결정사항"
줄리엣 연구,계약서,test_environment,줄리엣 연구 계약서_314.pdf,"줄리엣 연구, MOU, NDA"
마이크 데이터,계약서,test_environment\마이크_데이터,마이크 데이터 계약서_423.hwp,"마이크 데이터, 계약, 협약"
노벰버 보고,회의록,test_environment\회의록,Copy of 회의록_20240218_505.md,"노벰버 보고, 참석자, 회의"
골프 개발,개발,test_environment\골프_개발,골프 개발 개발_542.java,"골프 개발, 빌드, API"
파파 계약,디자인,test_environment\디자인,파파 계약 디자인_487.png,"파파 계약, 시안, 프로토타입"
파파 계약,재무,test_environment,백업_20241104_재무_710.pdf,"파파 계약, 인보이스, 세금계산서"
탱고 고객지원,마케팅,test_environment\탱고_고객지원,Copy of 마케팅_20241025_752.pptx,"탱고 고객지원, 캠페인, 프로모션"
파파 계약,보고서,test_environment\보고서,정리필요_보고서_894.pdf,"파파 계약, 실적, 분석"
탱고 고객지원,인사,test_environment\인사,탱고 고객지원 인사_471.pdf,"탱고 고객지원, 이력서, 휴가"
마이크 데이터,마케팅,test_environment\마이크_데이터,마이크 데이터 마케팅_319.jpg,"마이크 데이터, 프로모션, 광고"
시에라 재무,인사,test_environment\시에라_재무,외부자료_시에라_777.xlsx,"시에라 재무, 채용, 평가"
리마 마케팅,재무,test_environment,리마 마케팅 재무_292.xlsx,"리마 마케팅, 견적서, 인보이스"
호텔 설계,디자인,test_environment\디자인,백업_20240204_디자인_144.psd,"호텔 설계, UIUX, 프로토타입"
파파 계약,회의록,test_environment,파파 계약 회의록_731.txt,"파파 계약, 결정사항, 안건"
킬로 보안,마케팅,test_environment\킬로_보안,킬로 보안 마케팅_702.pdf,"킬로 보안, 성과, 프로모션"
오스카 TF,개발,test_environment\오스카_TF,백업_20240104_개발_953.js,"오스카 TF, 빌드, 코드"
호텔 설계,기획서,test_environment\호텔_설계,호텔 설계 기획서_425.pdf,"호텔 설계, 로드맵, 제안"
폭스트롯 분석,디자인,test_environment\폭스트롯_분석,폭스트롯 분석 디자인_548.sketch,"폭스트롯 분석, 프로토타입, 목업"
리마 마케팅,기획서,test_environment\리마_마케팅,리마 마케팅 기획서_174.pdf,"리마 마케팅, 기획, 전략"
시에라 재무,기획서,test_environment\기획서,시에라 재무 기획서_877.pptx,"시에라 재무, 제안, 아이디어"
로미오 영업,인사,test_environment\인사,로미오 영업 인사_342.xlsx,"로미오 영업, 채용, 평가"
줄리엣 연구,인사,test_environment\인사,인사_줄리엣_연구_최종_670.pdf,"줄리엣 연구, 휴가, 이력서"
폭스트롯 분석,디자인,test_environment\폭스트롯_분석,백업_20240322_디자인_451.sketch,"폭스트롯 분석, UIUX, 프로토타입"
노벰버 보고,디자인,test_environment,노벰버 보고 디자인_961.jpg,"노벰버 보고, 목업, 프로토타입"
골프 개발,계약서,test_environment\계약서,골프 개발 계약서_690.pdf,"골프 개발, 법률, 계약"
시에라 재무,인사,test_environment\인사,정리필요_인사_712.docx,"시에라 재무, 이력서, 휴가"
줄리엣 연구,회의록,test_environment\줄리엣_연구,줄리엣 연구 회의록_712.docx,"줄리엣 연구, 회의, 논의"
호텔 설계,마케팅,test_environment\호텔_설계,호텔 설계 마케팅_200.pptx,"호텔 설계, 프로모션, 보도자료"
킬로 보안,디자인,test_environment\킬로_보안,킬로 보안 디자인_226.ai,"킬로 보안, 스케치, 목업"
탱고 고객지원,인사,test_environment,탱고 고객지원 인사_139.docx,"탱고 고객지원, 평가, 조직도"
골프 개발,기획서,test_environment\기획서,골프 개발 기획서_353.docx,"골프 개발, 아이디어, 전략"
로미오 영업,디자인,test_environment,로미오 영업 디자인_904.psd,"로미오 영업, 목업, 프로토타입"
시에라 재무,디자인,test_environment,시에라 재무 디자인_212.sketch,"시에라 재무, 프로토타입, 스케치"
킬로 보안,기획서,test_environment\킬로_보안,킬로 보안 기획서_738.pptx,"킬로 보안, 아이디어, 전략"
골프 개발,보고서,test_environment\골프_개발,골프 개발 보고서_817.docx,"골프 개발, 결과, 리포트"
마이크 데이터,계약서,test_environment\계약서,외부자료_마이크_883.hwp,"마이크 데이터, 계약, NDA"
탱고 고객지원,개발,test_environment\개발,탱고 고객지원 개발_995.sql,"탱고 고객지원, 소스, 코드"
알파 프로젝트,마케팅,test_environment\마케팅,Copy of 마케팅_20240825_342.jpg,"알파 프로젝트, 성과, 프로모션"
골프 개발,인사,test_environment\인사,골프 개발 인사_844.docx,"골프 개발, 평가, 휴가"
리마 마케팅,디자인,test_environment\리마_마케팅,리마 마케팅 디자인_211.sketch,"리마 마케팅, UIUX, 프로토타입"
노벰버 보고,디자인,test_environment\노벰버_보고,임시_보고_451.jpg,"노벰버 보고, 목업, 스케치"
폭스트롯 분석,개발,test_environment\개발,폭스트롯 분석 개발_120.js,"폭스트롯 분석, 소스, 코드"
찰리 프로젝트,인사,test_environment\찰리_프로젝트,찰리 프로젝트 인사_128.docx,"찰리 프로젝트, 휴가, 채용"
킬로 보안,보고서,test_environment\킬로_보안,킬로 보안 보고서_195.pdf,"킬로 보안, 리포트, 결과"
파파 계약,계약서,test_environment\계약서,파파 계약 계약서_273.hwp,"파파 계약, 계약, MOU"
퀘벡 품질관리,회의록,test_environment\퀘벡_품질관리,퀘벡 품질관리 회의록_604.md,"퀘벡 품질관리, 결정사항, 회의"
찰리 프로젝트,마케팅,test_environment\찰리_프로젝트,찰리 프로젝트 마케팅_801.pptx,"찰리 프로젝트, 성과, 보도자료"
브라보 프로젝트,개발,test_environment,브라보 프로젝트 개발_963.java,"브라보 프로젝트, API, 소스"
탱고 고객지원,보고서,test_environment\보고서,탱고 고객지원 보고서_365.docx,"탱고 고객지원, 결과, 현황"
에코 시스템,인사,test_environment\에코_시스템,Final_인사_에코_시스템_855.pdf,"에코 시스템, 휴가, 채용"
알파 프로젝트,재무,test_environment\알파_프로젝트,알파 프로젝트 재무_770.csv,"알파 프로젝트, 지출, 예산"
인디아 솔루션,기획서,test_environment,인디아 솔루션 기획서_929.docx,"인디아 솔루션, 제안, 아이디어"
오스카 TF,보고서,test_environment,오스카 TF 보고서_102.xlsx,"오스카 TF, 실적, 리포트"
에코 시스템,계약서,test_environment\계약서,에코 시스템 계약서_267.hwp,"에코 시스템, 협약, MOU"
마이크 데이터,인사,test_environment,마이크 데이터 인사_529.xlsx,"마이크 데이터, 평가, 조직도"
오스카 TF,보고서,test_environment,오스카 TF 보고서_407.pdf,"오스카 TF, 실적, 현황"
리마 마케팅,재무,test_environment\리마_마케팅,리마 마케팅 재무_370.csv,"리마 마케팅, 인보이스, 예산"
마이크 데이터,보고서,test_environment,정리필요_보고서_240.docx,"마이크 데이터, 실적, 결과"
퀘벡 품질관리,디자인,test_environment\퀘벡_품질관리,Copy of 디자인_20241014_824.ai,"퀘벡 품질관리, 시안, 프로토타입"
인디아 솔루션,디자인,test_environment\인디아_솔루션,인디아 솔루션 디자인_250.png,"인디아 솔루션, UIUX, 프로토타입"
줄리엣 연구,재무,test_environment\재무,줄리엣 연구 재무_383.xlsx,"줄리엣 연구, 세금계산서, 인보이스"
탱고 고객지원,디자인,test_environment\탱고_고객지원,탱고 고객지원 디자인_931.png,"탱고 고객지원, 목업, UIUX"
폭스트롯 분석,인사,test_environment\폭스트롯_분석,Final_인사_폭스트롯_분석_767.pdf,"폭스트롯 분석, 이력서, 평가"
퀘벡 품질관리,디자인,test_environment\퀘벡_품질관리,퀘벡 품질관리 디자인_132.png,"퀘벡 품질관리, 목업, 시안"
킬로 보안,인사,test_environment\킬로_보안,킬로 보안 인사_230.xlsx,"킬로 보안, 이력서, 휴가"
마이크 데이터,재무,test_environment\재무,백업_20241013_재무_745.pdf,"마이크 데이터, 견적서, 세금계산서"
호텔 설계,인사,test_environment\호텔_설계,호텔 설계 인사_437.xlsx,"호텔 설계, 이력서, 휴가"
알파 프로젝트,인사,test_environment\알파_프로젝트,알파 프로젝트 인사_840.docx,"알파 프로젝트, 평가, 휴가"
퀘벡 품질관리,계약서,test_environment\퀘벡_품질관리,정리필요_계약서_812.hwp,"퀘벡 품질관리, 협약, MOU"
오스카 TF,개발,test_environment\오스카_TF,오스카 TF 개발_728.sql,"오스카 TF, API, 소스"
리마 마케팅,인사,test_environment\리마_마케팅,리마 마케팅 인사_184.docx,"리마 마케팅, 조직도, 채용"
시에라 재무,계약서,test_environment,시에라 재무 계약서_504.docx,"시에라 재무, 계약, 법률"
델타 기획,기획서,test_environment\델타_기획,델타 기획 기획서_109.pptx,"델타 기획, 제안, 전략"
알파 프로젝트,회의록,test_environment\회의록,알파 프로젝트 회의록_787.txt,"알파 프로젝트, 결정사항, 참석자"
퀘벡 품질관리,디자인,test_environment\퀘벡_품질관리,퀘벡 품질관리 디자인_102.ai,"퀘벡 품질관리, UIUX, 스케치"
폭스트롯 분석,보고서,test_environment\폭스트롯_분석,백업_20240218_보고서_640.xlsx,"폭스트롯 분석, 현황, 결과"
인디아 솔루션,회의록,test_environment\인디아_솔루션,인디아 솔루션 회의록_439.txt,"인디아 솔루션, 참석자, 논의"
줄리엣 연구,인사,test_environment\인사,인사_줄리엣_연구_최종_370.docx,"줄리엣 연구, 휴가, 조직도"
오스카 TF,기획서,test_environment\기획서,보고자료_20240328_843.pdf,"오스카 TF, 전략, 로드맵"
시에라 재무,재무,test_environment\재무,정리필요_재무_609.xlsx,"시에라 재무, 지출, 예산"
호텔 설계,디자인,test_environment,보고자료_20241214_568.sketch,"호텔 설계, 스케치, 목업"
퀘벡 품질관리,재무,test_environment\퀘벡_품질관리,퀘벡 품질관리 재무_616.xlsx,"퀘벡 품질관리, 세금계산서, 인보이스"
델타 기획,디자인,test_environment\디자인,정리필요_디자인_979.png,"델타 기획, 스케치, 프로토타입"
찰리 프로젝트,마케팅,test_environment,백업_20240623_마케팅_346.pdf,"찰리 프로젝트, 프로모션, 광고"
